state_name,year,hs_educ,hs_pct,college_educ,college_pct
ALABAMA,2010,2742601.79,57.3118488920782,721674.039,15.0807432647755
ALASKA,2010,437858.603,61.31219708575,128261.765,17.960160107317
ARIZONA,2010,3744437.224,58.3867920297613,1112084.402,17.3406674527588
ARKANSAS,2010,1685793.388,57.7012702680871,390586.314,13.3689731064065
CALIFORNIA,2010,20535242.184,54.9979465639986,7560962.052,20.2499382857202
COLORADO,2010,3127544.937,61.9599004257788,1267043.704,25.1014464432457
CONNECTICUT,2010,2246244.084,62.82325102685,908405.235,25.4063975144162
DELAWARE,2010,550763.88,61.2101330085175,174914.847,19.4394756788236
FLORIDA,2010,11719809.585,62.2116372633166,3508175.91,18.6222622121915
GEORGIA,2010,5574941.721,57.4016845176617,1770113.646,18.2257519725021
HAWAII,2010,887452.296,65.0930749714492,282489.936,20.72014311711
IDAHO,2010,923755.12,58.7966357372087,251392.563,16.0010338603095
ILLINOIS,2010,7700902.528,59.9666291958094,2760134.524,21.493060447065
INDIANA,2010,3879610.2,59.7725487634313,1009921.954,15.5597099014547
IOWA,2010,1903480.242,62.4050552061798,532707.017,17.4646471610733
KANSAS,2010,1722094.502,60.2311427585119,573897.532,20.0723619630078
KENTUCKY,2010,2524955.33,58.0820291482632,624691.68,14.369901889091
LOUISIANA,2010,2565423.375,56.4406993047609,664523.197,14.6198691055879
MAINE,2010,886221.028,66.7647317005919,261173.324,19.6758668021718
MARYLAND,2010,3576826.242,61.822043800894,1472341.266,25.4480201379924
MASSACHUSETTS,2010,4152724.158,63.3475050896458,1848649.055,28.2001165897283
MICHIGAN,2010,6096897.369,61.7273372370938,1733419.132,17.5498029339051
MINNESOTA,2010,3366493.888,63.3912763352488,1178801.718,22.1969051292702
MISSISSIPPI,2010,1628808.372,54.8407032556787,389481.966,13.1135530047756
MISSOURI,2010,3643946.136,60.7758396788373,1075345.767,17.9352381992807
MONTANA,2010,646654.244,65.2554643082754,199435.59,20.1255340791436
NEBRASKA,2010,1119513.508,61.1708883632463,355815.322,19.4419622313254
NEVADA,2010,1606104.289,59.3911321041474,400844.96,14.8225965995423
NEW HAMPSHIRE,2010,868307.265,65.9403591414687,310930.32,23.6124443445395
NEW JERSEY,2010,5487071.644,62.3559708272871,2211224.332,25.1287114301764
NEW MEXICO,2010,1177466.501,56.9949703109473,346659.885,16.7799846847375
NEW YORK,2010,11620723.812,59.915444115417,4546726.484,23.442527416311
NORTH CAROLINA,2010,5634743.941,58.9393935441329,1749570.003,18.3004935130249
NORTH DAKOTA,2010,417821.358,61.9335009316232,131173.656,19.4438211224243
OHIO,2010,7139169.965,61.8754529827089,1995643.71,17.2963186412027
